fuel_type,salt_type,U235F4_mole_frac,UF4_mole_frac,pitch,Tave_fuel,mod_salt_ratio,k_inf,conversion_ratio,fast_flux_graph,feedback_doppler,labels
2.0,3.0,8.0,30.0,12.25,900.0,5.367,0.329434,3.34869,79.8906,0.0,3
2.0,1.0,8.0,30.0,16.0,900.0,5.367,0.754968,1.52822,92.8031,0.0,16
2.0,2.0,8.0,30.0,16.0,900.0,5.367,0.67405,1.66102,93.6036,0.0,2
2.0,3.0,5.0,10.0,12.25,900.0,10.46,0.0975876,14.3483,91.7045,0.0,3
2.0,3.0,8.0,30.0,16.0,900.0,5.367,0.32879,3.38305,77.5383,0.0,3
2.0,1.0,8.0,30.0,1.0,900.0,7.9135,0.571866,2.2438,92.4683,0.0,13
2.0,2.0,8.0,30.0,1.0,900.0,7.9135,0.47759,2.67805,80.65,0.0,2
2.0,3.0,8.0,30.0,1.0,900.0,7.9135,0.3009,4.11522,82.549,0.0,3
2.0,1.0,8.0,30.0,4.75,900.0,7.9135,0.72373,1.64866,90.0213,0.0,13
2.0,2.0,8.0,30.0,4.75,900.0,7.9135,0.611257,1.96081,83.5548,0.0,2
2.0,3.0,8.0,30.0,4.75,900.0,7.9135,0.325974,3.33846,87.5766,0.0,3
2.0,1.0,8.0,30.0,8.5,900.0,7.9135,0.765184,1.50703,93.9102,0.0,13
2.0,2.0,8.0,30.0,8.5,900.0,7.9135,0.668839,1.69796,92.1064,0.0,2
2.0,3.0,8.0,30.0,8.5,900.0,7.9135,0.332762,3.20138,87.3653,0.0,3
2.0,1.0,5.0,10.0,16.0,900.0,10.46,0.312101,5.15443,93.0391,0.0,16
2.0,1.0,8.0,30.0,12.25,900.0,7.9135,0.785756,1.42564,98.8934,0.0,16
2.0,2.0,8.0,30.0,12.25,900.0,7.9135,0.689838,1.59137,97.4212,0.0,2
2.0,3.0,8.0,30.0,12.25,900.0,7.9135,0.33521,3.15499,88.4194,0.0,3
2.0,1.0,8.0,30.0,16.0,900.0,7.9135,0.774177,1.44483,97.625,0.0,16
2.0,2.0,8.0,30.0,16.0,900.0,7.9135,0.690744,1.58248,99.1401,0.0,2
2.0,3.0,8.0,30.0,16.0,900.0,7.9135,0.331481,3.24243,83.897,0.0,3
2.0,1.0,8.0,30.0,1.0,900.0,10.46,0.637743,1.93471,106.417,0.0,13
2.0,2.0,8.0,30.0,1.0,900.0,10.46,0.525625,2.37077,94.7962,0.0,2
2.0,3.0,8.0,30.0,1.0,900.0,10.46,0.301406,3.8579,95.3612,0.0,3
2.0,1.0,8.0,30.0,4.75,900.0,10.46,0.783532,1.45052,101.038,0.0,13
2.0,2.0,5.0,10.0,16.0,900.0,10.46,0.252061,5.88101,94.7899,0.0,2
2.0,2.0,8.0,30.0,4.75,900.0,10.46,0.654111,1.76045,92.3354,0.0,2
2.0,3.0,8.0,30.0,4.75,900.0,10.46,0.332914,3.02802,99.7734,0.0,3
2.0,1.0,8.0,30.0,8.5,900.0,10.46,0.800695,1.39997,99.8861,0.0,13
2.0,2.0,8.0,30.0,8.5,900.0,10.46,0.695954,1.58704,97.9142,0.0,2
2.0,3.0,8.0,30.0,8.5,900.0,10.46,0.338539,2.94345,97.8351,0.0,3
2.0,1.0,8.0,30.0,12.25,900.0,10.46,0.802245,1.35741,102.813,0.0,16
2.0,2.0,8.0,30.0,12.25,900.0,10.46,0.707155,1.51799,100.95,0.0,2
2.0,3.0,8.0,30.0,12.25,900.0,10.46,0.33964,2.96909,96.7358,0.0,3
2.0,1.0,8.0,30.0,16.0,900.0,10.46,0.788266,1.38644,101.62,0.0,16
2.0,2.0,8.0,30.0,16.0,900.0,10.46,0.695633,1.5255,100.708,0.0,2
1.0,3.0,5.0,10.0,16.0,900.0,0.274,0.625062,1.83401,23.4877,0.0,1
2.0,3.0,5.0,10.0,16.0,900.0,10.46,0.0966558,15.1146,85.6756,0.0,3
2.0,3.0,8.0,30.0,16.0,900.0,10.46,0.335885,3.06206,91.9054,0.0,3
3.0,1.0,8.0,30.0,1.0,900.0,0.274,1.87769,0.0815945,10.0284,0.0,15
3.0,2.0,8.0,30.0,1.0,900.0,0.274,1.87032,0.079826,8.29549,0.0,9
3.0,3.0,8.0,30.0,1.0,900.0,0.274,2.2299,0.0593975,7.01101,0.0,4
3.0,1.0,8.0,30.0,4.75,900.0,0.274,1.88776,0.0837028,9.28624,0.0,15
3.0,2.0,8.0,30.0,4.75,900.0,0.274,1.87917,0.082789,7.3483,0.0,9
3.0,3.0,8.0,30.0,4.75,900.0,0.274,2.24928,0.0591746,6.07669,0.0,4
3.0,1.0,8.0,30.0,8.5,900.0,0.274,1.89099,0.0834993,8.98973,0.0,15
3.0,2.0,8.0,30.0,8.5,900.0,0.274,1.88494,0.0813597,6.34838,0.0,9
3.0,3.0,8.0,30.0,8.5,900.0,0.274,2.264,0.0593167,4.25591,0.0,4
3.0,1.0,5.0,10.0,1.0,900.0,0.274,2.00953,0.0346095,9.4007,0.0,15
3.0,1.0,8.0,30.0,12.25,900.0,0.274,1.89565,0.0822852,7.36193,0.0,15
3.0,2.0,8.0,30.0,12.25,900.0,0.274,1.88822,0.0808244,5.12069,0.0,9
3.0,3.0,8.0,30.0,12.25,900.0,0.274,2.273,0.0572013,2.94022,0.0,4
3.0,1.0,8.0,30.0,16.0,900.0,0.274,1.90285,0.0815072,5.48019,0.0,15
3.0,2.0,8.0,30.0,16.0,900.0,0.274,1.88997,0.0811627,5.14724,0.0,9
3.0,3.0,8.0,30.0,16.0,900.0,0.274,2.2757,0.0579464,2.68542,0.0,4
3.0,1.0,8.0,30.0,1.0,900.0,2.8205,1.82611,0.0875579,30.508,0.0,15
3.0,2.0,8.0,30.0,1.0,900.0,2.8205,1.82544,0.0878779,26.0564,0.0,9
3.0,3.0,8.0,30.0,1.0,900.0,2.8205,2.13027,0.0633523,22.0756,0.0,4
3.0,1.0,8.0,30.0,4.75,900.0,2.8205,1.85567,0.0940087,30.1942,0.0,15
3.0,2.0,5.0,10.0,1.0,900.0,0.274,2.00589,0.0349703,7.79952,0.0,9
3.0,2.0,8.0,30.0,4.75,900.0,2.8205,1.85431,0.0924955,24.6037,0.0,9
3.0,3.0,8.0,30.0,4.75,900.0,2.8205,2.18415,0.0661635,20.1964,0.0,4
3.0,1.0,8.0,30.0,8.5,900.0,2.8205,1.87854,0.0884339,25.7698,0.0,15
3.0,2.0,8.0,30.0,8.5,900.0,2.8205,1.87157,0.0865877,20.2137,0.0,9
3.0,3.0,8.0,30.0,8.5,900.0,2.8205,2.22813,0.0603871,14.8257,0.0,4
3.0,1.0,8.0,30.0,12.25,900.0,2.8205,1.88698,0.0835933,21.6095,0.0,15
3.0,2.0,8.0,30.0,12.25,900.0,2.8205,1.883,0.0835584,15.6829,0.0,9
3.0,3.0,8.0,30.0,12.25,900.0,2.8205,2.24849,0.0583548,10.9137,0.0,4
3.0,1.0,8.0,30.0,16.0,900.0,2.8205,1.89315,0.0800446,18.8243,0.0,15
3.0,2.0,8.0,30.0,16.0,900.0,2.8205,1.88437,0.080807,14.3992,0.0,9
3.0,3.0,5.0,10.0,1.0,900.0,0.274,2.35563,0.0234935,6.3703,0.0,4
3.0,3.0,8.0,30.0,16.0,900.0,2.8205,2.26073,0.0576954,7.52464,0.0,4
3.0,1.0,8.0,30.0,1.0,900.0,5.367,1.78918,0.0955199,46.3896,0.0,15
3.0,2.0,8.0,30.0,1.0,900.0,5.367,1.79371,0.092193,40.4784,0.0,9
3.0,3.0,8.0,30.0,1.0,900.0,5.367,2.05947,0.0687948,34.7081,0.0,4
3.0,1.0,8.0,30.0,4.75,900.0,5.367,1.8369,0.101857,46.9824,0.0,15
3.0,2.0,8.0,30.0,4.75,900.0,5.367,1.83718,0.0997929,39.0165,0.0,9
3.0,3.0,8.0,30.0,4.75,900.0,5.367,2.133,0.0685555,33.5114,0.0,4
3.0,1.0,8.0,30.0,8.5,900.0,5.367,1.86557,0.0890688,41.7743,0.0,15
3.0,2.0,8.0,30.0,8.5,900.0,5.367,1.86246,0.0864671,32.2987,0.0,9
3.0,3.0,8.0,30.0,8.5,900.0,5.367,2.19813,0.0620446,24.2959,0.0,4
3.0,1.0,5.0,10.0,4.75,900.0,0.274,2.01955,0.0362611,8.95229,0.0,15
3.0,1.0,8.0,30.0,12.25,900.0,5.367,1.8812,0.0817462,34.1328,0.0,15
3.0,2.0,8.0,30.0,12.25,900.0,5.367,1.87597,0.081926,26.5689,0.0,9
3.0,3.0,8.0,30.0,12.25,900.0,5.367,2.22954,0.0580578,17.1342,0.0,4
3.0,1.0,8.0,30.0,16.0,900.0,5.367,1.88516,0.0777866,29.1545,0.0,15
3.0,2.0,8.0,30.0,16.0,900.0,5.367,1.88136,0.0800357,20.2325,0.0,9
3.0,3.0,8.0,30.0,16.0,900.0,5.367,2.25054,0.0559045,11.9961,0.0,4
3.0,1.0,8.0,30.0,1.0,900.0,7.9135,1.76142,0.101,59.2551,0.0,15
3.0,2.0,8.0,30.0,1.0,900.0,7.9135,1.76847,0.0997439,52.3854,0.0,9
3.0,3.0,8.0,30.0,1.0,900.0,7.9135,2.00214,0.0724396,45.2438,0.0,4
3.0,1.0,8.0,30.0,4.75,900.0,7.9135,1.82573,0.104039,60.9808,0.0,15
3.0,2.0,5.0,10.0,4.75,900.0,0.274,2.01751,0.0370558,7.07321,0.0,9
3.0,2.0,8.0,30.0,4.75,900.0,7.9135,1.82594,0.10072,50.9513,0.0,9
3.0,3.0,8.0,30.0,4.75,900.0,7.9135,2.09871,0.0732335,44.5296,0.0,4
3.0,1.0,8.0,30.0,8.5,900.0,7.9135,1.85942,0.0869255,53.3196,0.0,15
3.0,2.0,8.0,30.0,8.5,900.0,7.9135,1.85733,0.0866957,41.6532,0.0,9
3.0,3.0,8.0,30.0,8.5,900.0,7.9135,2.1743,0.0632322,32.7332,0.0,4
3.0,1.0,8.0,30.0,12.25,900.0,7.9135,1.87373,0.0798647,43.2719,0.0,15
3.0,2.0,8.0,30.0,12.25,900.0,7.9135,1.8708,0.0814788,33.8942,0.0,9
3.0,3.0,8.0,30.0,12.25,900.0,7.9135,2.21649,0.0576195,23.3552,0.0,4
3.0,1.0,8.0,30.0,16.0,900.0,7.9135,1.88399,0.0785903,33.548,0.0,15
3.0,2.0,8.0,30.0,16.0,900.0,7.9135,1.87652,0.079199,24.1374,0.0,9
3.0,3.0,5.0,10.0,4.75,900.0,0.274,2.37034,0.0243411,5.60837,0.0,4
3.0,3.0,8.0,30.0,16.0,900.0,7.9135,2.23777,0.055568,16.1767,0.0,4
3.0,1.0,8.0,30.0,1.0,900.0,10.46,1.74041,0.109375,70.4215,0.0,15
3.0,2.0,8.0,30.0,1.0,900.0,10.46,1.74443,0.106105,62.4165,0.0,9
3.0,3.0,8.0,30.0,1.0,900.0,10.46,1.95436,0.0753912,54.0649,0.0,4
3.0,1.0,8.0,30.0,4.75,900.0,10.46,1.81463,0.105709,71.969,0.0,15
3.0,2.0,8.0,30.0,4.75,900.0,10.46,1.81652,0.102515,60.5798,0.0,9
3.0,3.0,8.0,30.0,4.75,900.0,10.46,2.06434,0.0753408,54.0827,0.0,4
3.0,1.0,8.0,30.0,8.5,900.0,10.46,1.85493,0.0856644,62.9733,0.0,15
3.0,2.0,8.0,30.0,8.5,900.0,10.46,1.85133,0.0850759,51.8036,0.0,9
3.0,3.0,8.0,30.0,8.5,900.0,10.46,2.15147,0.0607651,40.5736,0.0,4
3.0,1.0,5.0,10.0,8.5,900.0,0.274,2.02879,0.0371451,6.87414,0.0,15
3.0,1.0,8.0,30.0,12.25,900.0,10.46,1.87108,0.0761015,52.064,0.0,15
3.0,2.0,8.0,30.0,12.25,900.0,10.46,1.86711,0.0788319,39.2128,0.0,9
3.0,3.0,8.0,30.0,12.25,900.0,10.46,2.20082,0.0571154,29.71,0.0,4
3.0,1.0,8.0,30.0,16.0,900.0,10.46,1.8766,0.0756613,41.5951,0.0,15
3.0,2.0,8.0,30.0,16.0,900.0,10.46,1.87165,0.0775748,31.7564,0.0,9
3.0,3.0,8.0,30.0,16.0,900.0,10.46,2.22561,0.057031,20.7731,0.0,4
1.0,1.0,8.0,50.0,1.0,900.0,0.274,0.798965,1.18475,16.5027,0.0,13
1.0,2.0,8.0,50.0,1.0,900.0,0.274,0.772976,1.22672,13.4562,0.0,8
1.0,3.0,8.0,50.0,1.0,900.0,0.274,0.802417,1.23434,14.8306,0.0,1
1.0,1.0,8.0,50.0,4.75,900.0,0.274,0.836599,1.11569,19.5168,0.0,13
3.0,2.0,5.0,10.0,8.5,900.0,0.274,2.02229,0.0376894,4.90049,0.0,9
1.0,2.0,8.0,50.0,4.75,900.0,0.274,0.803494,1.15493,16.6912,0.0,8
1.0,3.0,8.0,50.0,4.75,900.0,0.274,0.799168,1.22729,15.8817,0.0,1
1.0,1.0,8.0,50.0,8.5,900.0,0.274,0.890836,1.00406,29.1376,0.0,13
1.0,2.0,8.0,50.0,8.5,900.0,0.274,0.855269,1.0475,28.735,0.0,8
1.0,3.0,8.0,50.0,8.5,900.0,0.274,0.800562,1.21742,16.5742,0.0,1
1.0,1.0,8.0,50.0,12.25,900.0,0.274,0.959622,0.888316,42.124,0.0,19
1.0,2.0,8.0,50.0,12.25,900.0,0.274,0.924129,0.918622,42.7194,0.0,8
1.0,3.0,8.0,50.0,12.25,900.0,0.274,0.803451,1.19568,17.4062,0.0,1
1.0,1.0,8.0,50.0,16.0,900.0,0.274,1.00833,0.813027,51.5948,0.0,19
1.0,2.0,8.0,50.0,16.0,900.0,0.274,0.972129,0.838125,52.4535,0.0,8
3.0,3.0,5.0,10.0,8.5,900.0,0.274,2.38735,0.0236819,3.79387,0.0,4
1.0,3.0,8.0,50.0,16.0,900.0,0.274,0.805395,1.18346,21.9268,0.0,1
1.0,1.0,8.0,50.0,1.0,900.0,2.8205,0.841612,1.05934,47.7758,0.0,13
1.0,2.0,8.0,50.0,1.0,900.0,2.8205,0.800406,1.13118,40.436,0.0,8
1.0,3.0,8.0,50.0,1.0,900.0,2.8205,0.799781,1.1343,42.6887,0.0,1
1.0,1.0,8.0,50.0,4.75,900.0,2.8205,0.973868,0.853649,53.2816,0.0,13
1.0,2.0,8.0,50.0,4.75,900.0,2.8205,0.917474,0.925122,47.0196,0.0,8
1.0,3.0,8.0,50.0,4.75,900.0,2.8205,0.80282,1.08585,45.0198,0.0,1
1.0,1.0,8.0,50.0,8.5,900.0,2.8205,1.07073,0.724635,65.4661,0.0,13
1.0,2.0,8.0,50.0,8.5,900.0,2.8205,1.01676,0.7672,64.0037,0.0,8
1.0,3.0,8.0,50.0,8.5,900.0,2.8205,0.814855,1.04114,45.6849,0.0,1
1.0,1.0,5.0,10.0,1.0,900.0,2.8205,0.698261,1.5408,50.1987,0.0,13
3.0,1.0,5.0,10.0,12.25,900.0,0.274,2.03052,0.0349945,5.55854,0.0,15
1.0,1.0,8.0,50.0,12.25,900.0,2.8205,1.12434,0.654521,73.5364,0.0,19
1.0,2.0,8.0,50.0,12.25,900.0,2.8205,1.07673,0.681792,73.1394,0.0,8
1.0,3.0,8.0,50.0,12.25,900.0,2.8205,0.820856,1.03284,45.1486,0.0,1
1.0,1.0,8.0,50.0,16.0,900.0,2.8205,1.15544,0.613795,78.7217,0.0,19
1.0,2.0,8.0,50.0,16.0,900.0,2.8205,1.10208,0.637049,78.7405,0.0,8
1.0,3.0,8.0,50.0,16.0,900.0,2.8205,0.823148,1.01425,45.685,0.0,1
1.0,1.0,8.0,50.0,1.0,900.0,5.367,0.897693,0.944332,70.2893,0.0,13
1.0,2.0,8.0,50.0,1.0,900.0,5.367,0.84161,1.01861,60.9155,0.0,8
1.0,3.0,8.0,50.0,1.0,900.0,5.367,0.793913,1.06264,62.3597,0.0,1
1.0,1.0,8.0,50.0,4.75,900.0,5.367,1.07779,0.709395,73.7497,0.0,13
3.0,2.0,5.0,10.0,12.25,900.0,0.274,2.02671,0.0362826,3.9358,0.0,9
1.0,2.0,8.0,50.0,4.75,900.0,5.367,1.00133,0.782191,66.4603,0.0,8
1.0,3.0,8.0,50.0,4.75,900.0,5.367,0.812123,0.965848,65.9117,0.0,1
1.0,1.0,8.0,50.0,8.5,900.0,5.367,1.15433,0.623204,81.0331,0.0,13
1.0,2.0,8.0,50.0,8.5,900.0,5.367,1.08954,0.658569,78.4282,0.0,8
1.0,3.0,8.0,50.0,8.5,900.0,5.367,0.826883,0.925475,64.1927,0.0,1
1.0,1.0,8.0,50.0,12.25,900.0,5.367,1.1942,0.576944,86.2791,0.0,19
1.0,2.0,8.0,50.0,12.25,900.0,5.367,1.13448,0.601307,85.1418,0.0,8
1.0,3.0,8.0,50.0,12.25,900.0,5.367,0.829691,0.934874,61.3516,0.0,1
1.0,1.0,8.0,50.0,16.0,900.0,5.367,1.19813,0.562648,87.9288,0.0,19
1.0,2.0,8.0,50.0,16.0,900.0,5.367,1.14253,0.582066,87.735,0.0,8
3.0,3.0,5.0,10.0,12.25,900.0,0.274,2.39478,0.0236742,2.96387,0.0,4
1.0,3.0,8.0,50.0,16.0,900.0,5.367,0.829414,0.957398,58.3119,0.0,1
1.0,1.0,8.0,50.0,1.0,900.0,7.9135,0.954572,0.846435,87.6387,0.0,13
1.0,2.0,8.0,50.0,1.0,900.0,7.9135,0.885548,0.943435,77.2419,0.0,8
1.0,3.0,8.0,50.0,1.0,900.0,7.9135,0.786577,1.02096,77.5019,0.0,1
1.0,1.0,8.0,50.0,4.75,900.0,7.9135,1.15761,0.611827,88.6037,0.0,13
1.0,2.0,8.0,50.0,4.75,900.0,7.9135,1.06738,0.681781,79.6874,0.0,8
1.0,3.0,8.0,50.0,4.75,900.0,7.9135,0.820188,0.872358,80.94,0.0,1
1.0,1.0,8.0,50.0,8.5,900.0,7.9135,1.21223,0.551558,91.5924,0.0,13
1.0,2.0,8.0,50.0,8.5,900.0,7.9135,1.14054,0.598564,87.364,0.0,8
1.0,3.0,8.0,50.0,8.5,900.0,7.9135,0.834335,0.864694,75.9924,0.0,1
3.0,1.0,5.0,10.0,16.0,900.0,0.274,2.03481,0.0348052,4.93771,0.0,15
1.0,1.0,8.0,50.0,12.25,900.0,7.9135,1.23157,0.523269,94.8577,0.0,19
1.0,2.0,8.0,50.0,12.25,900.0,7.9135,1.16399,0.563878,92.1451,0.0,8
1.0,3.0,8.0,50.0,12.25,900.0,7.9135,0.838129,0.864317,73.2974,0.0,1
1.0,1.0,8.0,50.0,16.0,900.0,7.9135,1.22579,0.520128,94.2358,0.0,19
1.0,2.0,8.0,50.0,16.0,900.0,7.9135,1.15931,0.552488,92.1379,0.0,8
1.0,3.0,8.0,50.0,16.0,900.0,7.9135,0.83369,0.895989,67.3986,0.0,1
1.0,1.0,8.0,50.0,1.0,900.0,10.46,1.00718,0.769252,101.708,0.0,13
1.0,2.0,8.0,50.0,1.0,900.0,10.46,0.932859,0.857135,90.4742,0.0,8
1.0,3.0,8.0,50.0,1.0,900.0,10.46,0.77801,0.976961,89.7772,0.0,1
1.0,1.0,8.0,50.0,4.75,900.0,10.46,1.21348,0.546442,99.859,0.0,13
3.0,2.0,5.0,10.0,16.0,900.0,0.274,2.02723,0.0349951,4.07265,0.0,9
1.0,2.0,8.0,50.0,4.75,900.0,10.46,1.11762,0.619538,89.5583,0.0,8
1.0,3.0,8.0,50.0,4.75,900.0,10.46,0.828115,0.796762,94.6101,0.0,1
1.0,1.0,8.0,50.0,8.5,900.0,10.46,1.25461,0.508689,99.3453,0.0,13
1.0,2.0,8.0,50.0,8.5,900.0,10.46,1.16389,0.564426,93.3133,0.0,8
1.0,3.0,8.0,50.0,8.5,900.0,10.46,0.842296,0.793532,87.2068,0.0,1
1.0,1.0,8.0,50.0,12.25,900.0,10.46,1.2575,0.493851,99.7174,0.0,19
1.0,2.0,8.0,50.0,12.25,900.0,10.46,1.18717,0.531555,98.3753,0.0,8
1.0,3.0,8.0,50.0,12.25,900.0,10.46,0.843765,0.810803,82.722,0.0,1
1.0,1.0,8.0,50.0,16.0,900.0,10.46,1.243,0.496614,98.3399,0.0,19
1.0,2.0,8.0,50.0,16.0,900.0,10.46,1.17759,0.523117,97.9775,0.0,8
3.0,3.0,5.0,10.0,16.0,900.0,0.274,2.3983,0.0231219,2.15951,0.0,4
1.0,3.0,8.0,50.0,16.0,900.0,10.46,0.835038,0.875244,70.9244,0.0,1
2.0,1.0,8.0,50.0,1.0,900.0,0.274,0.448222,2.97139,17.0526,0.0,13
2.0,2.0,8.0,50.0,1.0,900.0,0.274,0.41989,3.16084,13.7753,0.0,2
2.0,3.0,8.0,50.0,1.0,900.0,0.274,0.438137,3.16631,15.5327,0.0,14
2.0,1.0,8.0,50.0,4.75,900.0,0.274,0.498307,2.61274,23.1225,0.0,13
2.0,2.0,8.0,50.0,4.75,900.0,0.274,0.465794,2.78671,20.9035,0.0,2
2.0,3.0,8.0,50.0,4.75,900.0,0.274,0.441711,3.11579,16.2214,0.0,14
2.0,1.0,8.0,50.0,8.5,900.0,0.274,0.585704,2.14029,38.3313,0.0,13
2.0,2.0,8.0,50.0,8.5,900.0,0.274,0.547425,2.26593,38.4371,0.0,2
2.0,3.0,8.0,50.0,8.5,900.0,0.274,0.44326,3.07678,17.408,0.0,14
3.0,1.0,5.0,10.0,1.0,900.0,2.8205,1.95126,0.0385675,28.594,0.0,15
2.0,1.0,8.0,50.0,12.25,900.0,0.274,0.670445,1.77473,51.9904,0.0,16
2.0,2.0,8.0,50.0,12.25,900.0,0.274,0.629048,1.87433,53.2633,0.0,2
2.0,3.0,8.0,50.0,12.25,900.0,0.274,0.450507,2.87356,27.5001,0.0,14
2.0,1.0,8.0,50.0,16.0,900.0,0.274,0.729124,1.57192,60.688,0.0,16
2.0,2.0,8.0,50.0,16.0,900.0,0.274,0.682342,1.65103,62.3575,0.0,2
2.0,3.0,8.0,50.0,16.0,900.0,0.274,0.456846,2.74006,34.2104,0.0,14
2.0,1.0,8.0,50.0,1.0,900.0,2.8205,0.517339,2.46113,48.9748,0.0,13
2.0,2.0,8.0,50.0,1.0,900.0,2.8205,0.467706,2.71643,41.2348,0.0,2
2.0,3.0,8.0,50.0,1.0,900.0,2.8205,0.439617,2.93,44.164,0.0,14
2.0,1.0,8.0,50.0,4.75,900.0,2.8205,0.669414,1.78727,56.767,0.0,13
3.0,2.0,5.0,10.0,1.0,900.0,2.8205,1.9569,0.0395587,24.6771,0.0,9
2.0,2.0,8.0,50.0,4.75,900.0,2.8205,0.607628,1.96162,53.4276,0.0,2
2.0,3.0,8.0,50.0,4.75,900.0,2.8205,0.455777,2.63393,48.1605,0.0,14
2.0,1.0,8.0,50.0,8.5,900.0,2.8205,0.782314,1.41924,71.7107,0.0,13
2.0,2.0,8.0,50.0,8.5,900.0,2.8205,0.723485,1.51681,70.965,0.0,2
2.0,3.0,8.0,50.0,8.5,900.0,2.8205,0.466146,2.49322,51.2507,0.0,14
2.0,1.0,8.0,50.0,12.25,900.0,2.8205,0.851737,1.23939,81.3379,0.0,16
2.0,2.0,8.0,50.0,12.25,900.0,2.8205,0.789572,1.31094,81.6787,0.0,2
2.0,3.0,8.0,50.0,12.25,900.0,2.8205,0.476014,2.31229,61.2604,0.0,14
2.0,1.0,8.0,50.0,16.0,900.0,2.8205,0.876742,1.16601,84.6925,0.0,16
2.0,2.0,8.0,50.0,16.0,900.0,2.8205,0.809472,1.25315,85.5031,0.0,2
3.0,3.0,5.0,10.0,1.0,900.0,2.8205,2.25364,0.0270067,20.4147,0.0,4
2.0,3.0,8.0,50.0,16.0,900.0,2.8205,0.479599,2.25657,62.7537,0.0,14
2.0,1.0,8.0,50.0,1.0,900.0,5.367,0.599873,2.01673,72.037,0.0,13
2.0,2.0,8.0,50.0,1.0,900.0,5.367,0.530837,2.29206,62.2575,0.0,2
2.0,3.0,8.0,50.0,1.0,900.0,5.367,0.439818,2.72643,64.8376,0.0,3
2.0,1.0,8.0,50.0,4.75,900.0,5.367,0.783605,1.40909,76.4488,0.0,13
2.0,2.0,8.0,50.0,4.75,900.0,5.367,0.697488,1.59742,70.2671,0.0,2
2.0,3.0,8.0,50.0,4.75,900.0,5.367,0.468231,2.31531,70.1999,0.0,3
2.0,1.0,8.0,50.0,8.5,900.0,5.367,0.873438,1.1833,85.9614,0.0,13
2.0,2.0,8.0,50.0,8.5,900.0,5.367,0.798504,1.28694,84.8252,0.0,2
2.0,3.0,8.0,50.0,8.5,900.0,5.367,0.482681,2.14035,73.2724,0.0,3
3.0,1.0,5.0,10.0,4.75,900.0,2.8205,1.98213,0.0485471,27.9252,0.0,15
2.0,1.0,8.0,50.0,12.25,900.0,5.367,0.912607,1.07944,92.201,0.0,16
2.0,2.0,8.0,50.0,12.25,900.0,5.367,0.836354,1.1796,90.7636,0.0,2
2.0,3.0,8.0,50.0,12.25,900.0,5.367,0.486125,2.11701,73.8177,0.0,3
2.0,1.0,8.0,50.0,16.0,900.0,5.367,0.919183,1.04957,93.3037,0.0,16
2.0,2.0,8.0,50.0,16.0,900.0,5.367,0.852633,1.12783,94.2914,0.0,2
2.0,3.0,8.0,50.0,16.0,900.0,5.367,0.489942,2.03363,76.4788,0.0,3
2.0,1.0,8.0,50.0,1.0,900.0,7.9135,0.677469,1.67435,89.7473,0.0,13
2.0,2.0,8.0,50.0,1.0,900.0,7.9135,0.588381,1.99792,78.448,0.0,2
2.0,3.0,8.0,50.0,1.0,900.0,7.9135,0.438812,2.58927,80.0405,0.0,3
2.0,1.0,8.0,50.0,4.75,900.0,7.9135,0.869761,1.20064,89.6064,0.0,13
1.0,2.0,5.0,10.0,1.0,900.0,2.8205,0.646148,1.66404,42.373,0.0,8
3.0,2.0,5.0,10.0,4.75,900.0,2.8205,1.98378,0.0464482,22.6591,0.0,9
2.0,2.0,8.0,50.0,4.75,900.0,7.9135,0.765926,1.38192,83.2302,0.0,2
2.0,3.0,8.0,50.0,4.75,900.0,7.9135,0.478923,2.04666,85.9442,0.0,3
2.0,1.0,8.0,50.0,8.5,900.0,7.9135,0.930447,1.05621,94.0699,0.0,13
2.0,2.0,8.0,50.0,8.5,900.0,7.9135,0.8451,1.15879,93.0086,0.0,2
2.0,3.0,8.0,50.0,8.5,900.0,7.9135,0.492204,1.93806,86.1779,0.0,3
2.0,1.0,8.0,50.0,12.25,900.0,7.9135,0.956245,0.999278,98.7874,0.0,16
2.0,2.0,8.0,50.0,12.25,900.0,7.9135,0.874204,1.08059,97.6095,0.0,2
2.0,3.0,8.0,50.0,12.25,900.0,7.9135,0.495697,1.91685,85.4102,0.0,3
2.0,1.0,8.0,50.0,16.0,900.0,7.9135,0.950776,0.978396,99.2773,0.0,16
2.0,2.0,8.0,50.0,16.0,900.0,7.9135,0.866677,1.07701,97.9344,0.0,2
3.0,3.0,5.0,10.0,4.75,900.0,2.8205,2.30546,0.0299574,18.7995,0.0,4
2.0,3.0,8.0,50.0,16.0,900.0,7.9135,0.49359,1.95685,83.2141,0.0,3
2.0,1.0,8.0,50.0,1.0,900.0,10.46,0.74173,1.47967,103.78,0.0,13
2.0,2.0,8.0,50.0,1.0,900.0,10.46,0.64226,1.72716,92.2238,0.0,2
2.0,3.0,8.0,50.0,1.0,900.0,10.46,0.440437,2.42618,92.7356,0.0,3
2.0,1.0,8.0,50.0,4.75,900.0,10.46,0.937877,1.04722,100.362,0.0,13
2.0,2.0,8.0,50.0,4.75,900.0,10.46,0.815306,1.22593,91.9387,0.0,2
2.0,3.0,8.0,50.0,4.75,900.0,10.46,0.490674,1.8599,98.5196,0.0,3
2.0,1.0,8.0,50.0,8.5,900.0,10.46,0.973441,0.970287,102.551,0.0,13
2.0,2.0,8.0,50.0,8.5,900.0,10.46,0.87656,1.08364,98.9901,0.0,2
